,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接
1184,2367,未知,至善街4号 1室1厅 2600元,2019-04-08,BJ2230454293042044928,https://ke-image.ljcdn.com/ehr-personnel/2018082414184225898LY5K4T.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/6d808c80-8bf3-4f92-b443-7fec83d9683a.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/01be223f-ef54-411d-8567-e8c0eca15e65.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/c792b6b9-cdb3-4564-8476-4d6b5286b744.jpg.780x439.jpg""]",2600,"[""近地铁"", ""集中供暖"", ""随时看房""]",1室1厅1卫,39,西,,,暂无数据,暂无数据,低楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2230454293042044928.html
1185,2369,整租,青年汇佳园 1室1厅 7000元,2019-04-09,BJ2230830179637264384,https://ke-image.ljcdn.com/ehr-personnel/20180824152911038SPEZZUUN.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/402e6fa4-e229-40cb-abdb-c6e619886825.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/87106eaa-8be1-49a9-ad6f-ac722bba32fe.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/354766cb-bf63-4850-bda1-c7d4c57c0471.jpg.780x439.jpg""]",7000,"[""近地铁"", ""精装"", ""随时看房""]",1室1厅1卫,57,南,,,360,720,高楼层,20,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2230830179637264384.html
1186,2371,未知,西罗园一区 1室1厅 5000元,2019-04-09,BJ2230858777769549824,https://ke-image.ljcdn.com/ehr-personnel/20180822170328079BMPCCW4C.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-f7775575-60b4-4f60-bec6-72c38ee88e4e.png.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/prod-cc960ff5-9725-40d0-8b9d-d1524bbd5961.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-2b8f9de0-2aaa-4abd-b095-df22e3ee5162.png.780x439.jpg""]",5000,"[""近地铁"", ""集中供暖"", ""随时看房""]",1室1厅1卫,45,南,,,暂无数据,暂无数据,低楼层,6,暂无数据,民电,随时入住,一般下班后可看,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2230858777769549824.html
1187,2373,整租,青塔南里 2室1厅,2019-04-16,BJ2236143148327763968,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555405211597/47f7d4f23695ceb5f54a7a8efbf31083.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555405211598/7293508b12728282bc4a88a4722576c0.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555405211785/34953f9d90f4d4d744f3e1cfc3f11db3.jpg.780x439.jpg""]",5390,"[""公寓"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,54,南,,,暂无数据,暂无数据,6,28,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,1,1,1,1,1,0,1,1,0,,,采光好，每天感受暖暖的阳光抚摸脸上的温柔。风格温馨舒适，简约大方，特别适合小情侣居住。租房也是家，生活要自如。小区环境非常好，非常安静从小区南门出来向东走100米就是工商银行，小区门口就是大型菜市场，买菜做饭非常方便。小区对面的就是如家饭店 ，出门向东走就是良味粥，出南门向东走就…,https://bj.zu.ke.com/zufang/BJ2236143148327763968.html
1188,2375,未知,天翠园 2室1厅 9700元,2019-04-09,BJ2230860537020030976,https://ke-image.ljcdn.com/ehr-personnel/20180823095511684DC8XCC1T.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/c289d933-5bb8-4008-b1bd-a4f8c0857af7.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/fece3619-0cef-44a9-a599-4944e6e2aee9.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/50e10be5-b852-4ab7-bdc9-7c61a3d7a9a0.jpg.780x439.jpg""]",9700,"[""近地铁"", ""随时看房""]",2室1厅1卫,111,南 西,,,暂无数据,暂无数据,高楼层,15,暂无数据,民电,随时入住,暂无数据,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2230860537020030976.html
1189,2377,整租,槐柏树街北里 南北精装修一居室 可长租,2019-04-09,BJ2230895204007673856,https://ke-image.ljcdn.com/ehr-personnel/20180823102642096M47YL5BF.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/83fc0626-4f26-4903-9b62-e8f24d973c0e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/d7979e96-301d-4276-b5dd-144547d6f801.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/e139ace2-8ce8-40c7-b27d-5cdfc5d40d51.jpg.780x439.jpg""]",5500,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,40,南 北,,,720,1080,高楼层,6,暂无数据,民电,2019-04-20,暂无数据,无,民水,有,1,1,1,1,1,1,1,0,1,1,,,"【交通出行】 距离小区最近的地铁站为广安门内站，距离725米，小区门口公交站有676路、76路78路等
【出租原因】 多余房产，长期出租。。。。。。。。。。。。。。。。。。。。。
【周边配套】 小区东侧300米为宣武艺园，免费开放；小区西南600米为广安门…",https://bj.zu.ke.com/zufang/BJ2230895204007673856.html
1190,2379,整租,东四十条甲34号院 2室1厅,2019-04-16,BJ2236168286998110208,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555407681279/81aaf959e782384181a0b548866fb795.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555407681279/b1d81dff35e10c50a88868372b333bb7.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555407681493/518866f292219717ddf9c593200d5e8b.jpg.780x439.jpg""]",8360,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,61,东北,,,暂无数据,暂无数据,11,18,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,整租两居室，主卧带阳台，东向窗户早上有阳光，室内空间较大，有富余空间可以进行自行布置。房屋环境很静谧，原理喧嚣。房源内有冰箱、洗衣机、空调、微波炉、热水器，小夫妻或者三口之家选择这套房源居住是个不错的选择哦。,https://bj.zu.ke.com/zufang/BJ2236168286998110208.html
1191,2381,整租,朝内大街 社科院家属楼 南北通透 低楼层 复式,2019-04-09,BJ2230898452168966144,https://ke-image.ljcdn.com/ehr-personnel/20180823101008778GQVZLC09.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-9afedee3-4e79-430f-ae07-ee8d9d60d74e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-e9711cf5-e029-47ba-b5bf-4d21d06c6043.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-ae68e511-63eb-47ff-b16a-22d4de835b81.jpg.780x439.jpg""]",9500,"[""近地铁"", ""精装"", ""集中供暖""]",2室1厅1卫,63,南 北,,,360,720,低楼层,3,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,0,1,1,,,"【房源亮点】 房子位于朝内大街上，是社科院的家属楼，户型南北通透，楼层为低楼层，适宜居家客户居住。
【装修描述】 房子是业主才装修过的精品装修，保持的很好，想要找爱护房子的客户。
【出租原因】 业主在北京有其他多余房产，长期不用该房源，所以可以稳定长租。<…",https://bj.zu.ke.com/zufang/BJ2230898452168966144.html
1192,2383,整租,合生国际花园 朝南复式 采光好 楼层高 跃层,2019-04-09,BJ2230974309093359616,https://ke-image.ljcdn.com/ehr-personnel/20180822190221305YKWROKUX.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/149a9859-2cc2-40b5-8232-3095ba156498.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/fcb292c5-ae2b-4ea8-82f3-cdd0415d53db.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/c3bd5bc2-9d56-444c-8c6d-88b430339020.jpg.780x439.jpg""]",13600,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""随时看房""]",2室2厅2卫,122,南,,,1年以内,1年以内,中楼层,17,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【房源亮点】 此房是合生国际花园小区特殊户型，朝南复式，采光好，休息区与活动区分离的设计，给人安静舒适的感觉，适合一家人居住。
【周边配套】 此房所在小区地理位置好，有富力购物广场，UME电影院以及麦乐迪KTV等，有果蔬好，一公里生鲜等，中国银行，交通银行，工商银行等…",https://bj.zu.ke.com/zufang/BJ2230974309093359616.html
1193,2385,整租,西坝河北里 两室一厅 价格7000,2019-04-09,BJ2231052522695426048,https://ke-image.ljcdn.com/ehr-personnel/20180822150908603GXTCMC6F.JPG,,,,"[""https://ke-image.ljcdn.com/110000-inspection/1e73b592-e877-4ce6-a207-1a3f367ae9c7.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/41ffc28e-3251-4689-b32c-7a3a82954ee7.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/1af32e97-a2e5-4887-a25a-f8a6c20a39e2.jpg.780x439.jpg""]",7000,"[""近地铁"", ""集中供暖""]",2室1厅1卫,66,西南,,,720,1080,高楼层,20,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【房源亮点】 房子位于东北三环西坝河北里小区，正规两居，带一客厅，电梯房，接受朋友4个人合住。
【出租原因】 房子一直出租中，目前租户已经搬走，随时可以入住，看房提前联系，业主来开门。
【周边配套】 周边小关早市，燕丰商场、朝阳百货、爱琴海、永辉超市，生活…",https://bj.zu.ke.com/zufang/BJ2231052522695426048.html
1194,2387,整租,霁月园 1室1厅,2019-04-16,BJ2236198752828530688,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555411269721/1d6fe9955cf24d671ebf080e638ad86d.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555411269721/1f6752e3447cb6bc21edbbe05b719430.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555411269916/97e66d9fb89e0b06c00c4acd41e6beac.jpg.780x439.jpg""]",3390,"[""公寓"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,45,东,,,暂无数据,暂无数据,1,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,1,1,1,1,1,0,1,1,0,,,舒适居室，房间朝东，每天早晨在明媚的阳光中醒来，尽情享受人生。格局方正，整租4.0配。温馨舒适的个人空间，让自己的生活不再受约束。独立卫浴让您在下班后静静享受沐浴带来的舒适，个人厨房是您一展身手的舞台，做一桌可口的饭菜，与您的他（她）一起分享。,https://bj.zu.ke.com/zufang/BJ2236198752828530688.html
1195,2389,整租,北三环 安贞桥 闹中取静 精装三居室 全明格局 10号线,2019-04-09,BJ2231054091088838656,https://ke-image.ljcdn.com/ehr-personnel/20180828201646610LSJYBVJ6.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/3758ebe5-b336-46c7-91bf-ea3f2e7afa69.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/f81574fc-8836-4984-999d-8370adf6c13f.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/67914510-a211-41dd-99a2-1998e5a44d72.jpg.780x439.jpg""]",17500,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""随时看房""]",3室1厅2卫,116,南 北,,,720,1080,低楼层,7,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,"【房源亮点】 2014年次新小区，全明户型，闹中取静，精装修，南北三居室，北三环，10号线，交通便利。
【交通出行】 胜古誉园小区，地处北三环外，北土城东路与安定路交汇处。周边三条地铁环绕，10号线安贞门，5号线和平西桥，5号线和10号线惠新西街南口站，周边公交300…",https://bj.zu.ke.com/zufang/BJ2231054091088838656.html
1196,2391,整租,保利金泉 精装两居室 拎包入住 双地铁,2019-04-10,BJ2231086220195135488,https://ke-image.ljcdn.com/ehr-personnel/20180822151727169GSZCQNPO.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/34bdac16-f71f-4a28-b128-c775441677c2.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/728a79c0-e390-4051-bded-3be1129863a8.JPG.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/68f3ee60-054e-4c5c-a866-ae499980ae85.JPG.780x439.jpg""]",11000,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",2室1厅1卫,98,东,,,720,1080,中楼层,30,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【交通出行】 从小区下来可以乘坐地铁五号线和十五号线。小区门口就是北苑路大屯北站可乘695，751，484等；步行到达科荟路东口乘311路, 319路, 415步行到达公交站点有华汇商厦乘653路，。快速公交3线；这么多趟公交总有一趟适合你的。
【周边配套】 24小时…",https://bj.zu.ke.com/zufang/BJ2231086220195135488.html
1197,2393,整租,海运仓胡同3号院 1室1厅,2019-04-16,BJ2236228682618511360,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555414205653/24ba4d84d7fca5add76ab53ccea894fa.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555414205653/276643b958b44b999828209dbe220ad4.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555414205794/33122535e49208572e8266661cd8e1dd.jpg.780x439.jpg""]",6860,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,41,南,,,暂无数据,暂无数据,4,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,0,0,0,0,0,1,0,0,,,整租生活属于她和他，就算忙碌，就算焦虑，也要在空闲之余说一声我想你；就算疲惫，就算郁闷，也要在临睡的时候道一声晚安；我们约定，这间房子只属于你~明亮温暖的卧室，清爽的格局摆设，简欧的家居风格~ 身为这间房子的制造者尽我全心给您一个温暖舒适的家！,https://bj.zu.ke.com/zufang/BJ2236228682618511360.html
1198,2395,整租,东直门 察慈小区 高楼层 朝南 精装修 拎包入住,2019-04-09,BJ2231132303936200704,https://ke-image.ljcdn.com/ehr-personnel/20180823091913277HYUAMWTE.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/9d9a8c30-cc6c-4787-8a81-7301b890b7e7.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/d5f4d522-3551-4d32-83c8-76e5261c4b02.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/a3baa44a-c803-47ef-959f-a9dc86a10652.jpg.780x439.jpg""]",7300,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,49,南,,,720,1080,高楼层,12,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,0,1,1,,,"【房源亮点】 房子朝南向，高楼层，精装修，租户保养的不错，家具家电齐全，小区管理好，适合居家生活
【户型介绍】 本房布局合理，楼层高，朝南向，无遮挡采光好，视野开阔，居住安全、舒适。
【出租原因】 房子婚房装修，家具家电齐全，现在可以长期稳定出租，希望住户…",https://bj.zu.ke.com/zufang/BJ2231132303936200704.html
1199,2397,整租,整租 府右街 太仆寺33号院低楼层一居室 可长租,2019-04-09,BJ2231211556241686528,https://ke-image.ljcdn.com/ehr-personnel/201901251743496132M58VUVD.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/b5e452a2-68ea-421f-b3d3-a2523cc26d17.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/ffb3f29b-bdec-4092-91a2-78e337890739.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/1e2d9508-aa32-4d19-900c-b5a84ee98cc8.jpg.780x439.jpg""]",7500,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,51,东,,,360,720,低楼层,6,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【交通出行】 小区距离1号线西单地铁960米(数据来源于百度地图)和4号线灵境胡同地铁590米(数据来源于百度地图)，交通出行比较便捷，距离西单大悦城900米，距离顺天府超市1.6千米(该数据来源于百度地图)，交通购物非常便利。
【出租原因】 非常感谢您百忙之中浏览该…",https://bj.zu.ke.com/zufang/BJ2231211556241686528.html
1200,2399,整租,怡海花园小两居室 家具家电齐全拎包入住 9号线科怡路,2019-04-09,BJ2231213292288737280,https://ke-image.ljcdn.com/ehr-personnel/20180822111903618SCXKKQUS.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/7246d651-5cc3-4772-8021-53a1666f0e33.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/e91f7240-9868-4ee5-8685-0ce8766bd6e3.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/9d6a7e4e-9171-465a-8571-298cc140e07f.jpg.780x439.jpg""]",6200,"[""近地铁"", ""集中供暖"", ""随时看房""]",2室1厅1卫,71,南 北,,,720,1080,高楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,0,0,1,0,,,"【户型介绍】 房子是正规小两居室，经典户型，南北通透，没有遮挡，采光很好。
【装修描述】 房子是简单装修，但是很干净，业主买过来的房子，自己没住过，东西都有，可以拎包入住
【交通出行】 距离9号线科怡路站379米（数据来源百度地图），出门西南四环，西门是公…",https://bj.zu.ke.com/zufang/BJ2231213292288737280.html
1201,2401,整租,东亚创展国际 1室1厅,2019-04-16,BJ2236238779289706496,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555416028046/e422c2d8953782445cea258653afecc0.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555416028047/0a95b205004cd22c7aa298d7f6fb5800.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555416028196/03aae678bd4a3670f46ab17e4da5c06d.jpg.780x439.jpg""]",2990,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,40,东,,,暂无数据,暂无数据,4,15,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,0,0,,,临近后沙峪地铁站，步行一杯茶的时间达地铁口，地理位置优越，***高。,https://bj.zu.ke.com/zufang/BJ2236238779289706496.html
